onehot__TypeofContact_Company Invited,onehot__TypeofContact_Self Enquiry,onehot__Occupation_Free Lancer,onehot__Occupation_Large Business,onehot__Occupation_Salaried,onehot__Occupation_Small Business,onehot__Gender_Fe Male,onehot__Gender_Female,onehot__Gender_Male,onehot__MaritalStatus_Divorced,onehot__MaritalStatus_Married,onehot__MaritalStatus_Single,onehot__MaritalStatus_Unmarried,onehot__Designation_AVP,onehot__Designation_Executive,onehot__Designation_Manager,onehot__Designation_Senior Manager,onehot__Designation_VP,onehot__ProductPitched_Basic,onehot__ProductPitched_Deluxe,onehot__ProductPitched_King,onehot__ProductPitched_Standard,onehot__ProductPitched_Super Deluxe,remainder__Unnamed: 0,remainder__Age,remainder__CityTier,remainder__DurationOfPitch,remainder__NumberOfPersonVisiting,remainder__NumberOfFollowups,remainder__PreferredPropertyStar,remainder__NumberOfTrips,remainder__Passport,remainder__PitchSatisfactionScore,remainder__OwnCar,remainder__NumberOfChildrenVisiting,remainder__MonthlyIncome
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,243.0,40.0,1.0,30.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,18319.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3533.0,38.0,1.0,20.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,22963.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,228.0,35.0,3.0,6.0,3.0,3.0,3.0,2.0,0.0,5.0,1.0,0.0,23789.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1110.0,35.0,1.0,8.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,17074.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4350.0,34.0,1.0,17.0,3.0,6.0,3.0,2.0,0.0,5.0,0.0,1.0,22086.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3870.0,33.0,1.0,36.0,3.0,5.0,4.0,3.0,0.0,3.0,1.0,1.0,21515.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,51.0,1.0,15.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,0.0,17075.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1365.0,29.0,3.0,30.0,2.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,16091.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,378.0,34.0,3.0,25.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,20304.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2522.0,38.0,1.0,14.0,2.0,4.0,3.0,6.0,0.0,2.0,0.0,1.0,32342.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0,46.0,1.0,6.0,3.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,24396.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,510.0,54.0,2.0,25.0,2.0,3.0,4.0,3.0,0.0,3.0,1.0,0.0,25725.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022.0,56.0,1.0,15.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,26103.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,385.0,30.0,1.0,10.0,2.0,3.0,3.0,19.0,1.0,4.0,1.0,1.0,17285.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1386.0,26.0,1.0,6.0,3.0,3.0,5.0,1.0,0.0,5.0,1.0,2.0,17867.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2060.0,33.0,1.0,13.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,0.0,26691.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1946.0,24.0,1.0,23.0,3.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0,17127.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3768.0,30.0,1.0,36.0,4.0,6.0,3.0,2.0,0.0,5.0,1.0,3.0,25062.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1253.0,33.0,3.0,8.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,20147.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2230.0,53.0,3.0,8.0,2.0,4.0,4.0,3.0,0.0,1.0,1.0,0.0,22525.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3514.0,29.0,3.0,14.0,3.0,4.0,5.0,2.0,0.0,3.0,1.0,2.0,23576.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1372.0,39.0,1.0,15.0,2.0,3.0,5.0,2.0,0.0,4.0,1.0,0.0,20151.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4366.0,46.0,3.0,9.0,4.0,4.0,4.0,2.0,0.0,5.0,1.0,3.0,23483.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2466.0,35.0,1.0,14.0,3.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0,30672.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4073.0,35.0,3.0,9.0,4.0,4.0,3.0,8.0,0.0,5.0,0.0,1.0,20909.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4596.0,33.0,1.0,7.0,4.0,5.0,4.0,8.0,0.0,3.0,0.0,3.0,21010.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2373.0,29.0,1.0,16.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,0.0,21623.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1916.0,41.0,3.0,16.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,21230.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3268.0,43.0,1.0,36.0,3.0,6.0,3.0,6.0,0.0,3.0,1.0,1.0,22950.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4329.0,35.0,3.0,13.0,3.0,6.0,3.0,2.0,0.0,4.0,0.0,2.0,21029.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1685.0,41.0,3.0,12.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,28591.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,694.0,33.0,1.0,6.0,2.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,21949.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,837.0,40.0,1.0,15.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,28499.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1852.0,26.0,1.0,9.0,3.0,3.0,5.0,1.0,0.0,3.0,0.0,1.0,18102.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1712.0,41.0,1.0,25.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,18072.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,222.0,37.0,1.0,17.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,27185.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2145.0,31.0,3.0,13.0,2.0,4.0,3.0,4.0,0.0,4.0,1.0,1.0,17329.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4867.0,45.0,3.0,8.0,3.0,6.0,4.0,8.0,0.0,3.0,0.0,2.0,21040.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,514.0,33.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,5.0,1.0,2.0,18348.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2795.0,33.0,1.0,9.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,1.0,21048.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1074.0,33.0,1.0,14.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,21388.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402.0,30.0,3.0,18.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,21577.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,547.0,42.0,1.0,25.0,2.0,2.0,3.0,7.0,1.0,3.0,1.0,1.0,17759.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1899.0,46.0,1.0,8.0,2.0,3.0,3.0,7.0,0.0,5.0,1.0,0.0,32861.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4656.0,51.0,1.0,16.0,4.0,4.0,3.0,6.0,0.0,5.0,1.0,3.0,21058.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1880.0,30.0,1.0,8.0,2.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,21091.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2742.0,37.0,1.0,25.0,3.0,3.0,3.0,6.0,0.0,5.0,0.0,1.0,22366.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1323.0,28.0,2.0,6.0,2.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,17706.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1357.0,42.0,1.0,12.0,2.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,28348.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,617.0,44.0,1.0,10.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,20933.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3637.0,39.0,1.0,9.0,3.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,21118.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,42.0,1.0,23.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,0.0,21545.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2223.0,39.0,1.0,28.0,2.0,3.0,5.0,2.0,1.0,5.0,1.0,1.0,25880.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,944.0,28.0,1.0,6.0,2.0,5.0,3.0,1.0,0.0,3.0,1.0,0.0,21674.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2079.0,43.0,1.0,20.0,3.0,3.0,5.0,7.0,0.0,5.0,1.0,1.0,32159.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3372.0,45.0,1.0,22.0,4.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,26656.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4382.0,53.0,1.0,13.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,2.0,24255.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4062.0,42.0,1.0,16.0,4.0,4.0,5.0,4.0,0.0,1.0,0.0,1.0,20916.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,36.0,1.0,33.0,3.0,3.0,3.0,7.0,0.0,3.0,1.0,0.0,20237.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3259.0,22.0,1.0,7.0,4.0,5.0,4.0,3.0,1.0,5.0,0.0,3.0,20748.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2664.0,37.0,1.0,12.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,3.0,24592.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3501.0,30.0,3.0,20.0,3.0,4.0,4.0,7.0,0.0,3.0,0.0,2.0,24443.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3967.0,36.0,1.0,18.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,28562.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,186.0,40.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,34033.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,136.0,51.0,1.0,14.0,2.0,5.0,3.0,3.0,0.0,2.0,0.0,1.0,25650.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3835.0,39.0,3.0,7.0,3.0,5.0,5.0,6.0,0.0,3.0,0.0,2.0,21536.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,390.0,43.0,1.0,18.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,1.0,29336.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,35.0,1.0,10.0,3.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,16951.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2695.0,40.0,1.0,9.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,2.0,29616.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3753.0,27.0,3.0,17.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,23362.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,762.0,26.0,1.0,8.0,2.0,3.0,5.0,7.0,1.0,5.0,1.0,0.0,17042.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,43.0,3.0,32.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,31959.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3339.0,32.0,1.0,18.0,4.0,4.0,5.0,3.0,1.0,2.0,0.0,3.0,25511.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2560.0,35.0,1.0,12.0,3.0,5.0,5.0,4.0,0.0,2.0,0.0,1.0,30309.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4135.0,34.0,1.0,11.0,3.0,5.0,4.0,8.0,0.0,4.0,0.0,2.0,21300.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1016.0,31.0,1.0,14.0,2.0,4.0,4.0,2.0,0.0,4.0,0.0,1.0,16261.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4748.0,35.0,3.0,16.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,24392.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4865.0,42.0,3.0,16.0,3.0,6.0,3.0,2.0,0.0,5.0,1.0,2.0,24829.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2030.0,34.0,1.0,14.0,2.0,3.0,5.0,4.0,0.0,5.0,1.0,1.0,20121.0
