onehot__TypeofContact_Company Invited,onehot__TypeofContact_Self Enquiry,onehot__Occupation_Free Lancer,onehot__Occupation_Large Business,onehot__Occupation_Salaried,onehot__Occupation_Small Business,onehot__Gender_Fe Male,onehot__Gender_Female,onehot__Gender_Male,onehot__MaritalStatus_Divorced,onehot__MaritalStatus_Married,onehot__MaritalStatus_Single,onehot__MaritalStatus_Unmarried,onehot__Designation_AVP,onehot__Designation_Executive,onehot__Designation_Manager,onehot__Designation_Senior Manager,onehot__Designation_VP,onehot__ProductPitched_Basic,onehot__ProductPitched_Deluxe,onehot__ProductPitched_King,onehot__ProductPitched_Standard,onehot__ProductPitched_Super Deluxe,remainder__Unnamed: 0,remainder__Age,remainder__CityTier,remainder__DurationOfPitch,remainder__NumberOfPersonVisiting,remainder__NumberOfFollowups,remainder__PreferredPropertyStar,remainder__NumberOfTrips,remainder__Passport,remainder__PitchSatisfactionScore,remainder__OwnCar,remainder__NumberOfChildrenVisiting,remainder__MonthlyIncome
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2593.0,20.0,1.0,10.0,4.0,4.0,4.0,3.0,0.0,3.0,1.0,3.0,20161.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4559.0,30.0,3.0,7.0,3.0,5.0,3.0,8.0,1.0,1.0,1.0,2.0,21478.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2710.0,32.0,1.0,30.0,4.0,5.0,3.0,2.0,0.0,3.0,1.0,2.0,24260.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2065.0,58.0,1.0,8.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,34246.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3373.0,29.0,1.0,9.0,3.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,22545.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4083.0,33.0,1.0,13.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,2.0,21716.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1621.0,35.0,3.0,6.0,3.0,3.0,4.0,2.0,0.0,4.0,0.0,0.0,22295.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1911.0,42.0,1.0,11.0,3.0,3.0,3.0,5.0,0.0,3.0,0.0,1.0,17093.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,348.0,42.0,1.0,29.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,30992.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,901.0,48.0,1.0,8.0,3.0,1.0,4.0,6.0,0.0,2.0,0.0,2.0,17559.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,339.0,27.0,3.0,14.0,2.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,21214.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2940.0,22.0,3.0,29.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,22125.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,780.0,28.0,1.0,30.0,3.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,23722.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2830.0,38.0,1.0,21.0,4.0,4.0,5.0,3.0,0.0,4.0,1.0,1.0,21712.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1515.0,41.0,1.0,18.0,2.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,34545.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2191.0,50.0,1.0,30.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,28973.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4671.0,35.0,3.0,7.0,4.0,2.0,3.0,2.0,0.0,5.0,0.0,2.0,28403.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3175.0,21.0,1.0,18.0,4.0,5.0,5.0,3.0,1.0,3.0,0.0,2.0,21278.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1504.0,24.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,17293.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1845.0,49.0,1.0,13.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,25965.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,529.0,38.0,1.0,6.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,22625.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4501.0,53.0,1.0,18.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,21827.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3696.0,35.0,1.0,9.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,21610.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3968.0,27.0,3.0,30.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,22835.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,635.0,35.0,1.0,15.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,25685.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3230.0,28.0,1.0,15.0,3.0,6.0,3.0,3.0,0.0,2.0,1.0,2.0,23299.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2317.0,34.0,1.0,7.0,3.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,20343.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4416.0,54.0,3.0,7.0,3.0,4.0,5.0,2.0,0.0,1.0,1.0,2.0,27059.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1579.0,22.0,1.0,21.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,17871.0
